Cell_line_id,data_split,pearson_r,kernel_type,data_type,data_origin
BSS01483,valid,0.8437110047129763,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01506,valid,0.7897677141876664,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01536,valid,0.8820155452702187,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01542,valid,0.8271879991827356,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01549,valid,0.830335542409037,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01550,valid,0.8845191046896695,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01551,valid,0.8378363987781376,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01558,valid,0.8194226502067115,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01562,valid,0.8024173244755406,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01573,valid,0.8899151254746549,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01583,valid,0.9014429381783748,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01588,valid,0.6527863546637366,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01612,valid,0.8211581300878237,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01614,valid,0.8236684475045069,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01625,valid,0.8516547552419389,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01636,valid,0.8197462337994247,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01689,valid,0.8053227923455596,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01715,valid,0.753293003932042,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01814,valid,0.7464468248221646,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01821,valid,0.8272636213548008,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01831,valid,0.839715236993495,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01840,valid,0.8218955912326338,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01848,valid,0.6931830473105088,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01857,valid,0.7244395559581842,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01866,valid,0.8160656837490619,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01869,valid,0.7722391780660018,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01884,valid,0.7839168067398476,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS01887,valid,0.7888437544873721,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
ALL_LINES,valid,0.7872067315752357,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3
BSS00004,train,0.6696261118914817,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00007,train,0.6171125721318049,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00043,train,0.4340079273379802,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00045,train,0.5932604109413654,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00062,train,0.5945506606807532,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00074,train,0.5506479759053968,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00079,train,0.4530277595335235,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00088,train,0.5307562780924322,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00089,train,0.6307019941656145,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00096,train,0.5845166335484329,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00102,train,0.6175425619997591,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00112,train,0.636355619070035,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00113,train,0.63348997647184,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00121,train,0.5278967319684771,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00145,train,0.5915096216541462,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00160,train,0.6122564049176948,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00171,train,0.5852734287224439,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00178,train,0.6076275124279301,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00189,train,0.6473613032251415,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00197,train,0.6721189584847167,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00211,train,0.4684307837991204,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00214,train,0.4995249539195745,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00232,train,0.64240347233363,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00246,train,0.6190624031176424,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00281,train,0.5649359038092254,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00287,train,0.6038366258098098,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00296,train,0.6004070783971917,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00310,train,0.6476580909060411,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00316,train,0.5540399915006258,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00332,train,0.5506812659098037,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00352,train,0.5806561394468691,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00353,train,0.6614475678705866,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00372,train,0.5988628685609058,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00376,train,0.5303694715718825,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00381,train,0.589270992858187,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00385,train,0.5863295040612148,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00439,train,0.6527314344847042,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00476,train,0.6450551556003613,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00478,train,0.6014733427953587,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00481,train,0.646171288062525,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
ALL_LINES,train,0.5801024532057448,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00483,valid,0.6135754181342478,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00505,valid,0.5887238053221222,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00529,valid,0.6880196625788874,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00543,valid,0.6099942841653394,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00556,valid,0.5743829876547397,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00558,valid,0.6525332877019111,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00700,valid,0.5669415918593218,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00708,valid,0.6170780001740239,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00709,valid,0.6698450181012909,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00717,valid,0.6201246790190351,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00720,valid,0.6492438794745292,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00760,valid,0.6959381101821612,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00762,valid,0.685776631956068,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01065,valid,0.6391796846040652,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01068,valid,0.6131574334884804,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01084,valid,0.6073337164132231,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01110,valid,0.5871280127858486,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01126,valid,0.47351314686148227,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01136,valid,0.5989837319326083,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01155,valid,0.6832193057551568,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01181,valid,0.5481345382054542,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01190,valid,0.5094870759871302,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01208,valid,0.6639977558309607,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01209,valid,0.6260685831901996,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01226,valid,0.6631955004596206,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01261,valid,0.5083045720045468,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01263,valid,0.533581113799813,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01264,valid,0.6112661359955414,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01267,valid,0.6623435718299876,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01289,valid,0.5826381292613119,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01338,valid,0.6319100035625191,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01344,valid,0.5844866153564332,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01355,valid,0.6482280537191818,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01360,valid,0.6248520435234124,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01366,valid,0.6399711905673742,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01377,valid,0.6440231165119822,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01391,valid,0.695433990224763,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01393,valid,0.5512417670703029,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01399,valid,0.5116999773883454,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01405,valid,0.6278095011363348,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01406,valid,0.49486113419544697,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01414,valid,0.5872260616006035,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01419,valid,0.5525295695079697,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01426,valid,0.5254599859655187,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01438,valid,0.572934899825487,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01446,valid,0.5038754227184964,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01456,valid,0.601629997120923,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01460,valid,0.5442993286387731,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01483,valid,0.6248576646248468,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01506,valid,0.5169002724847815,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01536,valid,0.6593652285239939,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01542,valid,0.5673209117676323,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01549,valid,0.6536757787382159,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01550,valid,0.6599457038236367,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01551,valid,0.6233991865088998,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01558,valid,0.6556660931597058,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01562,valid,0.6066888607886098,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01573,valid,0.6361518286557954,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01583,valid,0.6511887912928248,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01588,valid,0.5035804971987095,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01612,valid,0.6034675092049286,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01614,valid,0.5943924523196367,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01625,valid,0.6208160608295974,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01636,valid,0.5669471448898998,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01689,valid,0.6704480763473135,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01715,valid,0.5836679602802592,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01814,valid,0.5643824880883129,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01821,valid,0.5993110712369396,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01831,valid,0.62840177150868,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01840,valid,0.5786976786004256,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01848,valid,0.4840160530027036,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01857,valid,0.5486296959986062,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01866,valid,0.6086241052210356,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01869,valid,0.5438176059084988,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01884,valid,0.5698376580720526,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01887,valid,0.5268060724881478,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
ALL_LINES,valid,0.5851653216574446,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00004,train,0.8832813918185703,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00007,train,0.8432689403894631,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00043,train,0.6701863795663221,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00045,train,0.8454227889709813,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00062,train,0.8198360398442731,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00074,train,0.8206340137196245,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00079,train,0.6881806311334046,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00088,train,0.7685063120489488,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00089,train,0.8738384133047266,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00096,train,0.7849732098748532,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00102,train,0.8294119014917546,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00112,train,0.8171735957511159,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00113,train,0.898868141266236,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00121,train,0.7673580282664594,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00145,train,0.8440794123557027,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00160,train,0.8570603532819627,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00171,train,0.7964882380829998,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00178,train,0.7948423352347458,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00189,train,0.8187380280938947,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00197,train,0.8375565323372721,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00211,train,0.7103193393994356,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00214,train,0.7116880821381926,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00232,train,0.8181753957710651,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00246,train,0.8757126490853089,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00281,train,0.7980083797372179,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00287,train,0.8042937230420868,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00296,train,0.8334826034503586,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00310,train,0.8992139857968345,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00316,train,0.8055314624793632,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00332,train,0.7840114598768685,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00352,train,0.82108651212629,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00353,train,0.8892449388707839,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00372,train,0.8246251487062681,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00376,train,0.7836175601704798,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00381,train,0.8404327600098425,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00385,train,0.7943458120601816,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00439,train,0.8187753691311427,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00476,train,0.871832935333442,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00478,train,0.8011246903194064,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00481,train,0.8793639548497285,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
ALL_LINES,train,0.8098441062282526,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00483,valid,0.8216319506376486,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00505,valid,0.8255962440887987,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00529,valid,0.8364881811800189,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00543,valid,0.8085157310739778,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00556,valid,0.7721051620221488,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00558,valid,0.7800372222108768,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00700,valid,0.8090202740247632,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00708,valid,0.8093167170799922,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00709,valid,0.8699128965895984,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00717,valid,0.7941513593051365,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00720,valid,0.8757434100540551,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
