Cell_line_id,data_split,pearson_r,kernel_type,data_type,data_origin
BSS00760,valid,0.8446218017394608,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00762,valid,0.8096977810710894,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01065,valid,0.7297380239677094,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01068,valid,0.8021408433642165,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01084,valid,0.8214817140159725,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01110,valid,0.8184648932848803,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01126,valid,0.6549080248307668,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01136,valid,0.8015517594673622,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01155,valid,0.8856625458601894,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01181,valid,0.772458823284399,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01190,valid,0.7472660264845469,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01208,valid,0.881225591752083,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01209,valid,0.8604027887609094,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01226,valid,0.8194252254146492,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01261,valid,0.7071864389195224,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01263,valid,0.6915418813688465,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01264,valid,0.8222040719679529,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01267,valid,0.8686214877967866,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01289,valid,0.8140387539777018,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01338,valid,0.8461513676770864,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01344,valid,0.8023755631505052,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01355,valid,0.7807985823907249,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01360,valid,0.8546432237569062,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01366,valid,0.7411309601907679,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01377,valid,0.7960215653463085,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01391,valid,0.792165314102242,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01393,valid,0.8238056077517909,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01399,valid,0.6762841796981742,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01405,valid,0.7055768055479998,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01406,valid,0.7123961185591681,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01414,valid,0.7596308391881986,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01419,valid,0.7195062829363925,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01426,valid,0.7011608233870085,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01438,valid,0.7499056384121435,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01446,valid,0.7129176761560101,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01456,valid,0.8113852692872361,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01460,valid,0.6966907323237849,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01483,valid,0.8389188951127233,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01506,valid,0.7877964592556983,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01536,valid,0.880359846184348,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01542,valid,0.8285775792460817,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01549,valid,0.8296201286026759,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01550,valid,0.8774058230260415,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01551,valid,0.8314298369840823,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01558,valid,0.8135936017905803,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01562,valid,0.7969239214672367,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01573,valid,0.8873834975052748,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01583,valid,0.8967526282353044,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01588,valid,0.6448211896756926,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01612,valid,0.8058112562415393,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01614,valid,0.8159975525167343,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01625,valid,0.8475232557025033,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01636,valid,0.8121459824825228,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01689,valid,0.7998321165569469,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01715,valid,0.7452717755488995,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01814,valid,0.7342944332799451,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01821,valid,0.8313290760078867,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01831,valid,0.8398186953394916,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01840,valid,0.8205200997856705,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01848,valid,0.6877272439006391,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01857,valid,0.720340841279437,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01866,valid,0.8128442987889734,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01869,valid,0.7707114496723666,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01884,valid,0.7790045619951085,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS01887,valid,0.7809123054655731,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
ALL_LINES,valid,0.7829207884446121,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matricies_JASPAR_pro
BSS00004,train,0.6635110452397607,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00007,train,0.6099691304190158,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00043,train,0.41551681004213453,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00045,train,0.5785132689055033,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00062,train,0.5894470929997152,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00074,train,0.5315410237138494,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00079,train,0.42849853625736223,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00088,train,0.5286076223156002,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00089,train,0.6185877181675032,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00096,train,0.5554705412527146,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00102,train,0.5998041564327479,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00112,train,0.6308596718713109,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00113,train,0.6212823095418852,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00121,train,0.5205531639763709,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00145,train,0.5845475508487848,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00160,train,0.5966222458014534,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00171,train,0.5762713844402039,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00178,train,0.5960683191604706,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00189,train,0.6434322104873041,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00197,train,0.665515874667604,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00211,train,0.45336158364720663,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00214,train,0.48594361867081687,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00232,train,0.6387013073078001,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00246,train,0.6031978001694864,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00281,train,0.5499951858393256,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00287,train,0.5958213622480362,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00296,train,0.5873524427114731,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00310,train,0.6305463548221049,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00316,train,0.5358015625685493,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00332,train,0.538515025177233,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00352,train,0.5739390003400242,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00353,train,0.6461566743748144,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00372,train,0.578305361036592,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00376,train,0.5175990113004467,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00381,train,0.5870461018321063,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00385,train,0.5801103659481053,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00439,train,0.645534730150815,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00476,train,0.637040206666921,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00478,train,0.5933238580198437,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00481,train,0.636450658845739,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
ALL_LINES,train,0.5678901444853834,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00483,valid,0.5955997477014139,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00505,valid,0.5800299491162357,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00529,valid,0.6837787540487426,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00543,valid,0.591259740754113,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00556,valid,0.5726854107656818,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00558,valid,0.651594380591049,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00700,valid,0.5562439221035029,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00708,valid,0.5973390597565832,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00709,valid,0.6547511858996091,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00717,valid,0.61291206231474,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00720,valid,0.6395314157246891,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00760,valid,0.6895321567158548,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00762,valid,0.6811238737381028,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01065,valid,0.6345531215954969,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01068,valid,0.6048998163999281,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01084,valid,0.5987169098396492,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01110,valid,0.5790296430308466,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01126,valid,0.4637060422515459,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01136,valid,0.5934297492984735,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01155,valid,0.6752474438423002,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01181,valid,0.5326460173853765,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01190,valid,0.489424536865701,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01208,valid,0.6517475717804782,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01209,valid,0.6091881634500369,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01226,valid,0.6633952076530875,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01261,valid,0.4921295952145811,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01263,valid,0.518731685747025,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01264,valid,0.6039788755473757,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01267,valid,0.6522108321728834,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01289,valid,0.5776169278174146,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01338,valid,0.619574932407106,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01344,valid,0.5751849504935121,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01355,valid,0.647919419859232,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01360,valid,0.616571758710569,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01366,valid,0.6429302244778221,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01377,valid,0.6317685840999492,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01391,valid,0.6919442449545997,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01393,valid,0.5419622181383228,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01399,valid,0.4863203082467409,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01405,valid,0.617898308416196,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01406,valid,0.4742314662815196,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01414,valid,0.5778866456674961,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01419,valid,0.5361176030343715,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01426,valid,0.5120740183952304,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01438,valid,0.5661945496054205,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01446,valid,0.4883839167058468,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01456,valid,0.5892349214641439,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01460,valid,0.5340969561011186,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01483,valid,0.6200923730460838,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01506,valid,0.5093678077696789,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01536,valid,0.6507019594157255,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01542,valid,0.5653683897304645,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01549,valid,0.6449350397945861,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01550,valid,0.6495653578395614,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01551,valid,0.6085315162631014,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01558,valid,0.6469550749438508,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01562,valid,0.5875891963897736,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01573,valid,0.6257402592807284,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01583,valid,0.6438119281318256,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01588,valid,0.4999090840889811,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01612,valid,0.5971277744466356,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01614,valid,0.5910983360523077,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01625,valid,0.6130777887289212,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01636,valid,0.5478554250011364,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01689,valid,0.6692208577102685,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01715,valid,0.5683050596372115,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01814,valid,0.5623800495487903,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01821,valid,0.5857547945764794,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01831,valid,0.6209896727212433,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01840,valid,0.5751336670170009,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01848,valid,0.4742739952629901,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01857,valid,0.5376903379470295,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01866,valid,0.5943233584434128,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01869,valid,0.5344649344524919,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01884,valid,0.5691036696776683,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS01887,valid,0.5158050908318905,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
ALL_LINES,valid,0.575461094001797,Linear,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00004,train,0.890017785368802,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00007,train,0.8532378509173083,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00043,train,0.6845907909318674,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00045,train,0.8487384761392283,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00062,train,0.8311759521527584,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00074,train,0.82650007354185,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00079,train,0.6934198969503815,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00088,train,0.7747906048472295,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00089,train,0.8812910503712714,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00096,train,0.7895333387086227,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
BSS00102,train,0.8330601572773232,Poly,promoters,/stg3/data1/sam/enhancer_prediction/fimo_scan/motif_count_matrices_pro_3_overlapped
